Image_Id,BLB,BS,HRL,LB,LS,NBLS,RH,SB,Label
image_04874,1,0,0,0,0,0,0,0,0
image_01334,0,0,0,0,0,0,1,0,6
image_04402,0,1,0,0,0,0,0,0,1
image_03209,0,0,0,1,0,0,0,0,3
image_03977,0,1,0,0,0,0,0,0,1
image_01046,0,0,0,0,0,0,1,0,6
image_00317,0,0,0,0,0,0,0,1,7
image_02667,0,0,0,1,0,0,0,0,3
image_02982,0,0,0,1,0,0,0,0,3
image_00344,0,0,0,0,0,0,0,1,7
image_04830,1,0,0,0,0,0,0,0,0
image_01296,0,0,0,0,0,0,1,0,6
image_02021,0,0,0,0,1,0,0,0,4
image_04028,0,1,0,0,0,0,0,0,1
image_04041,0,1,0,0,0,0,0,0,1
image_00668,0,0,0,0,0,0,0,1,7
image_02219,0,0,0,0,1,0,0,0,4
image_04112,0,1,0,0,0,0,0,0,1
image_01877,0,0,0,0,1,0,0,0,4
image_02035,0,0,0,0,1,0,0,0,4
image_03766,0,0,1,0,0,0,0,0,2
image_03988,0,1,0,0,0,0,0,0,1
image_04119,0,1,0,0,0,0,0,0,1
image_00165,0,0,0,0,0,0,0,1,7
image_03469,0,0,1,0,0,0,0,0,2
image_04332,0,1,0,0,0,0,0,0,1
image_00842,0,0,0,0,0,0,1,0,6
image_01012,0,0,0,0,0,0,1,0,6
image_01048,0,0,0,0,0,0,1,0,6
image_01834,0,0,0,0,0,1,0,0,5
image_02202,0,0,0,0,1,0,0,0,4
image_00964,0,0,0,0,0,0,1,0,6
image_01978,0,0,0,0,1,0,0,0,4
image_02301,0,0,0,0,1,0,0,0,4
image_01907,0,0,0,0,1,0,0,0,4
image_01418,0,0,0,0,0,0,1,0,6
image_02812,0,0,0,1,0,0,0,0,3
image_04872,1,0,0,0,0,0,0,0,0
image_03292,0,0,0,1,0,0,0,0,3
image_04222,0,1,0,0,0,0,0,0,1
image_03889,0,1,0,0,0,0,0,0,1
image_00581,0,0,0,0,0,0,0,1,7
image_04040,0,1,0,0,0,0,0,0,1
image_04696,1,0,0,0,0,0,0,0,0
image_04863,1,0,0,0,0,0,0,0,0
image_00232,0,0,0,0,0,0,0,1,7
image_05007,1,0,0,0,0,0,0,0,0
image_01121,0,0,0,0,0,0,1,0,6
image_02822,0,0,0,1,0,0,0,0,3
image_03268,0,0,0,1,0,0,0,0,3
image_01764,0,0,0,0,0,1,0,0,5
image_05020,1,0,0,0,0,0,0,0,0
image_03330,0,0,0,1,0,0,0,0,3
image_01196,0,0,0,0,0,0,1,0,6
image_02377,0,0,0,0,1,0,0,0,4
image_04788,1,0,0,0,0,0,0,0,0
image_02955,0,0,0,1,0,0,0,0,3
image_04700,1,0,0,0,0,0,0,0,0
image_02940,0,0,0,1,0,0,0,0,3
image_01550,0,0,0,0,0,1,0,0,5
image_00207,0,0,0,0,0,0,0,1,7
image_01004,0,0,0,0,0,0,1,0,6
image_02034,0,0,0,0,1,0,0,0,4
image_04475,0,1,0,0,0,0,0,0,1
image_03680,0,0,1,0,0,0,0,0,2
image_04714,1,0,0,0,0,0,0,0,0
image_04105,0,1,0,0,0,0,0,0,1
image_01688,0,0,0,0,0,1,0,0,5
image_04748,1,0,0,0,0,0,0,0,0
image_01279,0,0,0,0,0,0,1,0,6
image_05131,1,0,0,0,0,0,0,0,0
image_01382,0,0,0,0,0,0,1,0,6
image_01103,0,0,0,0,0,0,1,0,6
image_00767,0,0,0,0,0,0,0,1,7
image_00060,0,0,0,0,0,0,0,1,7
image_00878,0,0,0,0,0,0,1,0,6
image_00718,0,0,0,0,0,0,0,1,7
image_00302,0,0,0,0,0,0,0,1,7
image_04094,0,1,0,0,0,0,0,0,1
image_04200,0,1,0,0,0,0,0,0,1
image_04975,1,0,0,0,0,0,0,0,0
image_01377,0,0,0,0,0,0,1,0,6
image_00793,0,0,0,0,0,0,0,1,7
image_01925,0,0,0,0,1,0,0,0,4
image_01072,0,0,0,0,0,0,1,0,6
image_02511,0,0,0,1,0,0,0,0,3
image_02378,0,0,0,0,1,0,0,0,4
image_03799,0,0,1,0,0,0,0,0,2
image_03240,0,0,0,1,0,0,0,0,3
image_02788,0,0,0,1,0,0,0,0,3
image_02297,0,0,0,0,1,0,0,0,4
image_01405,0,0,0,0,0,0,1,0,6
image_04944,1,0,0,0,0,0,0,0,0
image_04214,0,1,0,0,0,0,0,0,1
image_00930,0,0,0,0,0,0,1,0,6
image_05186,1,0,0,0,0,0,0,0,0
image_03731,0,0,1,0,0,0,0,0,2
image_00540,0,0,0,0,0,0,0,1,7
image_02637,0,0,0,1,0,0,0,0,3
image_04538,0,1,0,0,0,0,0,0,1
image_02320,0,0,0,0,1,0,0,0,4
image_03964,0,1,0,0,0,0,0,0,1
image_03288,0,0,0,1,0,0,0,0,3
image_03753,0,0,1,0,0,0,0,0,2
image_03742,0,0,1,0,0,0,0,0,2
image_00678,0,0,0,0,0,0,0,1,7
image_03709,0,0,1,0,0,0,0,0,2
image_05081,1,0,0,0,0,0,0,0,0
image_00542,0,0,0,0,0,0,0,1,7
image_02767,0,0,0,1,0,0,0,0,3
image_03144,0,0,0,1,0,0,0,0,3
image_00176,0,0,0,0,0,0,0,1,7
image_00088,0,0,0,0,0,0,0,1,7
image_00147,0,0,0,0,0,0,0,1,7
image_04070,0,1,0,0,0,0,0,0,1
image_01028,0,0,0,0,0,0,1,0,6
image_03118,0,0,0,1,0,0,0,0,3
image_03391,0,0,1,0,0,0,0,0,2
image_02315,0,0,0,0,1,0,0,0,4
image_03806,0,0,1,0,0,0,0,0,2
image_02510,0,0,0,1,0,0,0,0,3
image_03569,0,0,1,0,0,0,0,0,2
image_03032,0,0,0,1,0,0,0,0,3
image_00424,0,0,0,0,0,0,0,1,7
image_00336,0,0,0,0,0,0,0,1,7
image_00745,0,0,0,0,0,0,0,1,7
image_00224,0,0,0,0,0,0,0,1,7
image_03738,0,0,1,0,0,0,0,0,2
image_00571,0,0,0,0,0,0,0,1,7
image_04203,0,1,0,0,0,0,0,0,1
image_02373,0,0,0,0,1,0,0,0,4
image_01633,0,0,0,0,0,1,0,0,5
image_04528,0,1,0,0,0,0,0,0,1
image_02393,0,0,0,0,1,0,0,0,4
image_02963,0,0,0,1,0,0,0,0,3
image_01649,0,0,0,0,0,1,0,0,5
image_02313,0,0,0,0,1,0,0,0,4
image_04755,1,0,0,0,0,0,0,0,0
image_02774,0,0,0,1,0,0,0,0,3
image_00500,0,0,0,0,0,0,0,1,7
image_02119,0,0,0,0,1,0,0,0,4
image_02467,0,0,0,1,0,0,0,0,3
image_03609,0,0,1,0,0,0,0,0,2
image_02875,0,0,0,1,0,0,0,0,3
image_04723,1,0,0,0,0,0,0,0,0
image_02747,0,0,0,1,0,0,0,0,3
image_01060,0,0,0,0,0,0,1,0,6
image_02815,0,0,0,1,0,0,0,0,3
image_03251,0,0,0,1,0,0,0,0,3
image_01653,0,0,0,0,0,1,0,0,5
image_02222,0,0,0,0,1,0,0,0,4
image_00589,0,0,0,0,0,0,0,1,7
image_03656,0,0,1,0,0,0,0,0,2
image_02653,0,0,0,1,0,0,0,0,3
image_01733,0,0,0,0,0,1,0,0,5
image_01213,0,0,0,0,0,0,1,0,6
image_00649,0,0,0,0,0,0,0,1,7
image_03260,0,0,0,1,0,0,0,0,3
image_02330,0,0,0,0,1,0,0,0,4
image_04602,0,1,0,0,0,0,0,0,1
image_03168,0,0,0,1,0,0,0,0,3
image_02146,0,0,0,0,1,0,0,0,4
image_01192,0,0,0,0,0,0,1,0,6
image_00906,0,0,0,0,0,0,1,0,6
image_00684,0,0,0,0,0,0,0,1,7
image_02488,0,0,0,1,0,0,0,0,3
image_04551,0,1,0,0,0,0,0,0,1
image_03434,0,0,1,0,0,0,0,0,2
image_00944,0,0,0,0,0,0,1,0,6
image_04251,0,1,0,0,0,0,0,0,1
image_04233,0,1,0,0,0,0,0,0,1
image_02649,0,0,0,1,0,0,0,0,3
image_03107,0,0,0,1,0,0,0,0,3
image_02131,0,0,0,0,1,0,0,0,4
image_05034,1,0,0,0,0,0,0,0,0
image_02487,0,0,0,1,0,0,0,0,3
image_00996,0,0,0,0,0,0,1,0,6
image_01308,0,0,0,0,0,0,1,0,6
image_04110,0,1,0,0,0,0,0,0,1
image_00025,0,0,0,0,0,0,0,1,7
image_03166,0,0,0,1,0,0,0,0,3
image_02561,0,0,0,1,0,0,0,0,3
image_01294,0,0,0,0,0,0,1,0,6
image_01025,0,0,0,0,0,0,1,0,6
image_01311,0,0,0,0,0,0,1,0,6
image_04886,1,0,0,0,0,0,0,0,0
image_04019,0,1,0,0,0,0,0,0,1
image_04465,0,1,0,0,0,0,0,0,1
image_00377,0,0,0,0,0,0,0,1,7
image_00923,0,0,0,0,0,0,1,0,6
image_03940,0,1,0,0,0,0,0,0,1
image_01058,0,0,0,0,0,0,1,0,6
image_05068,1,0,0,0,0,0,0,0,0
image_03519,0,0,1,0,0,0,0,0,2
image_02978,0,0,0,1,0,0,0,0,3
image_04354,0,1,0,0,0,0,0,0,1
image_03644,0,0,1,0,0,0,0,0,2
image_01766,0,0,0,0,0,1,0,0,5
image_04064,0,1,0,0,0,0,0,0,1
image_04145,0,1,0,0,0,0,0,0,1
image_01760,0,0,0,0,0,1,0,0,5
image_04670,1,0,0,0,0,0,0,0,0
image_00459,0,0,0,0,0,0,0,1,7
image_00237,0,0,0,0,0,0,0,1,7
image_01672,0,0,0,0,0,1,0,0,5
image_03347,0,0,1,0,0,0,0,0,2
image_03903,0,1,0,0,0,0,0,0,1
image_03454,0,0,1,0,0,0,0,0,2
image_01199,0,0,0,0,0,0,1,0,6
image_02779,0,0,0,1,0,0,0,0,3
image_03008,0,0,0,1,0,0,0,0,3
image_03592,0,0,1,0,0,0,0,0,2
image_00251,0,0,0,0,0,0,0,1,7
image_05024,1,0,0,0,0,0,0,0,0
image_01223,0,0,0,0,0,0,1,0,6
image_02568,0,0,0,1,0,0,0,0,3
image_03959,0,1,0,0,0,0,0,0,1
image_03905,0,1,0,0,0,0,0,0,1
image_03983,0,1,0,0,0,0,0,0,1
image_04891,1,0,0,0,0,0,0,0,0
image_01830,0,0,0,0,0,1,0,0,5
image_01218,0,0,0,0,0,0,1,0,6
image_01480,0,0,0,0,0,0,1,0,6
image_00584,0,0,0,0,0,0,0,1,7
image_04348,0,1,0,0,0,0,0,0,1
image_01465,0,0,0,0,0,0,1,0,6
image_04728,1,0,0,0,0,0,0,0,0
image_03487,0,0,1,0,0,0,0,0,2
image_03295,0,0,0,1,0,0,0,0,3
image_00881,0,0,0,0,0,0,1,0,6
image_01505,0,0,0,0,0,1,0,0,5
image_00526,0,0,0,0,0,0,0,1,7
image_04609,0,1,0,0,0,0,0,0,1
image_04218,0,1,0,0,0,0,0,0,1
image_04303,0,1,0,0,0,0,0,0,1
image_03724,0,0,1,0,0,0,0,0,2
image_01056,0,0,0,0,0,0,1,0,6
image_00053,0,0,0,0,0,0,0,1,7
image_04651,0,1,0,0,0,0,0,0,1
image_04135,0,1,0,0,0,0,0,0,1
image_02677,0,0,0,1,0,0,0,0,3
image_04749,1,0,0,0,0,0,0,0,0
image_03422,0,0,1,0,0,0,0,0,2
image_01030,0,0,0,0,0,0,1,0,6
image_00800,0,0,0,0,0,0,0,1,7
image_00568,0,0,0,0,0,0,0,1,7
image_02287,0,0,0,0,1,0,0,0,4
image_03928,0,1,0,0,0,0,0,0,1
image_03196,0,0,0,1,0,0,0,0,3
image_01061,0,0,0,0,0,0,1,0,6
image_03873,0,1,0,0,0,0,0,0,1
image_03655,0,0,1,0,0,0,0,0,2
image_02302,0,0,0,0,1,0,0,0,4
image_03360,0,0,1,0,0,0,0,0,2
image_04055,0,1,0,0,0,0,0,0,1
image_00595,0,0,0,0,0,0,0,1,7
image_02660,0,0,0,1,0,0,0,0,3
image_04704,1,0,0,0,0,0,0,0,0
image_03661,0,0,1,0,0,0,0,0,2
image_03392,0,0,1,0,0,0,0,0,2
image_01785,0,0,0,0,0,1,0,0,5
image_00084,0,0,0,0,0,0,0,1,7
image_05187,1,0,0,0,0,0,0,0,0
image_04052,0,1,0,0,0,0,0,0,1
image_00073,0,0,0,0,0,0,0,1,7
image_01861,0,0,0,0,1,0,0,0,4
image_05096,1,0,0,0,0,0,0,0,0
image_03383,0,0,1,0,0,0,0,0,2
image_04848,1,0,0,0,0,0,0,0,0
image_02833,0,0,0,1,0,0,0,0,3
image_01965,0,0,0,0,1,0,0,0,4
image_04109,0,1,0,0,0,0,0,0,1
image_00991,0,0,0,0,0,0,1,0,6
image_00057,0,0,0,0,0,0,0,1,7
image_00676,0,0,0,0,0,0,0,1,7
image_00623,0,0,0,0,0,0,0,1,7
image_02266,0,0,0,0,1,0,0,0,4
image_00115,0,0,0,0,0,0,0,1,7
image_00764,0,0,0,0,0,0,0,1,7
image_04488,0,1,0,0,0,0,0,0,1
image_04397,0,1,0,0,0,0,0,0,1
image_03951,0,1,0,0,0,0,0,0,1
image_04327,0,1,0,0,0,0,0,0,1
image_00940,0,0,0,0,0,0,1,0,6
image_00372,0,0,0,0,0,0,0,1,7
image_00211,0,0,0,0,0,0,0,1,7
image_04773,1,0,0,0,0,0,0,0,0
image_03423,0,0,1,0,0,0,0,0,2
image_00322,0,0,0,0,0,0,0,1,7
image_00202,0,0,0,0,0,0,0,1,7
image_04628,0,1,0,0,0,0,0,0,1
image_00712,0,0,0,0,0,0,0,1,7
image_04567,0,1,0,0,0,0,0,0,1
image_03192,0,0,0,1,0,0,0,0,3
image_03524,0,0,1,0,0,0,0,0,2
image_03005,0,0,0,1,0,0,0,0,3
image_02968,0,0,0,1,0,0,0,0,3
image_04787,1,0,0,0,0,0,0,0,0
image_00081,0,0,0,0,0,0,0,1,7
image_01695,0,0,0,0,0,1,0,0,5
image_01762,0,0,0,0,0,1,0,0,5
image_03188,0,0,0,1,0,0,0,0,3
image_04837,1,0,0,0,0,0,0,0,0
image_03485,0,0,1,0,0,0,0,0,2
image_00833,0,0,0,0,0,0,1,0,6
image_05164,1,0,0,0,0,0,0,0,0
image_01981,0,0,0,0,1,0,0,0,4
image_04715,1,0,0,0,0,0,0,0,0
image_02434,0,0,0,1,0,0,0,0,3
image_01543,0,0,0,0,0,1,0,0,5
image_01943,0,0,0,0,1,0,0,0,4
image_01150,0,0,0,0,0,0,1,0,6
image_00289,0,0,0,0,0,0,0,1,7
image_02740,0,0,0,1,0,0,0,0,3
image_04904,1,0,0,0,0,0,0,0,0
image_03932,0,1,0,0,0,0,0,0,1
image_02548,0,0,0,1,0,0,0,0,3
image_02681,0,0,0,1,0,0,0,0,3
image_00413,0,0,0,0,0,0,0,1,7
image_00701,0,0,0,0,0,0,0,1,7
image_04775,1,0,0,0,0,0,0,0,0
image_01952,0,0,0,0,1,0,0,0,4
image_00808,0,0,0,0,0,0,0,1,7
image_02173,0,0,0,0,1,0,0,0,4
image_03200,0,0,0,1,0,0,0,0,3
image_00150,0,0,0,0,0,0,0,1,7
image_02223,0,0,0,0,1,0,0,0,4
image_03874,0,1,0,0,0,0,0,0,1
image_00669,0,0,0,0,0,0,0,1,7
image_03543,0,0,1,0,0,0,0,0,2
image_01594,0,0,0,0,0,1,0,0,5
image_04000,0,1,0,0,0,0,0,0,1
image_04171,0,1,0,0,0,0,0,0,1
image_00929,0,0,0,0,0,0,1,0,6
image_02432,0,0,0,1,0,0,0,0,3
image_00596,0,0,0,0,0,0,0,1,7
image_04163,0,1,0,0,0,0,0,0,1
image_00616,0,0,0,0,0,0,0,1,7
image_02408,0,0,0,1,0,0,0,0,3
image_00174,0,0,0,0,0,0,0,1,7
image_03324,0,0,0,1,0,0,0,0,3
image_04027,0,1,0,0,0,0,0,0,1
image_01797,0,0,0,0,0,1,0,0,5
image_02743,0,0,0,1,0,0,0,0,3
image_00010,0,0,0,0,0,0,0,1,7
image_03462,0,0,1,0,0,0,0,0,2
image_01626,0,0,0,0,0,1,0,0,5
image_03909,0,1,0,0,0,0,0,0,1
image_01684,0,0,0,0,0,1,0,0,5
image_03789,0,0,1,0,0,0,0,0,2
image_03096,0,0,0,1,0,0,0,0,3
image_01919,0,0,0,0,1,0,0,0,4
image_03406,0,0,1,0,0,0,0,0,2
image_04522,0,1,0,0,0,0,0,0,1
image_00031,0,0,0,0,0,0,0,1,7
image_04971,1,0,0,0,0,0,0,0,0
image_03116,0,0,0,1,0,0,0,0,3
image_03245,0,0,0,1,0,0,0,0,3
image_04927,1,0,0,0,0,0,0,0,0
image_00113,0,0,0,0,0,0,0,1,7
image_03856,0,1,0,0,0,0,0,0,1
image_00490,0,0,0,0,0,0,0,1,7
image_00428,0,0,0,0,0,0,0,1,7
image_00716,0,0,0,0,0,0,0,1,7
image_02278,0,0,0,0,1,0,0,0,4
image_03912,0,1,0,0,0,0,0,0,1
image_00086,0,0,0,0,0,0,0,1,7
image_05180,1,0,0,0,0,0,0,0,0
image_04424,0,1,0,0,0,0,0,0,1
image_03081,0,0,0,1,0,0,0,0,3
image_03151,0,0,0,1,0,0,0,0,3
image_04136,0,1,0,0,0,0,0,0,1
image_00101,0,0,0,0,0,0,0,1,7
image_02272,0,0,0,0,1,0,0,0,4
image_01216,0,0,0,0,0,0,1,0,6
image_00648,0,0,0,0,0,0,0,1,7
image_04948,1,0,0,0,0,0,0,0,0
image_02221,0,0,0,0,1,0,0,0,4
image_04641,0,1,0,0,0,0,0,0,1
image_04951,1,0,0,0,0,0,0,0,0
image_04721,1,0,0,0,0,0,0,0,0
image_01331,0,0,0,0,0,0,1,0,6
image_02343,0,0,0,0,1,0,0,0,4
image_02879,0,0,0,1,0,0,0,0,3
image_01163,0,0,0,0,0,0,1,0,6
image_00261,0,0,0,0,0,0,0,1,7
image_02464,0,0,0,1,0,0,0,0,3
image_03775,0,0,1,0,0,0,0,0,2
image_04803,1,0,0,0,0,0,0,0,0
image_04063,0,1,0,0,0,0,0,0,1
image_02996,0,0,0,1,0,0,0,0,3
image_03219,0,0,0,1,0,0,0,0,3
image_04542,0,1,0,0,0,0,0,0,1
image_02860,0,0,0,1,0,0,0,0,3
image_02059,0,0,0,0,1,0,0,0,4
image_03399,0,0,1,0,0,0,0,0,2
image_04645,0,1,0,0,0,0,0,0,1
image_02756,0,0,0,1,0,0,0,0,3
image_05029,1,0,0,0,0,0,0,0,0
image_00128,0,0,0,0,0,0,0,1,7
image_04504,0,1,0,0,0,0,0,0,1
image_04166,0,1,0,0,0,0,0,0,1
image_00442,0,0,0,0,0,0,0,1,7
image_02133,0,0,0,0,1,0,0,0,4
image_00364,0,0,0,0,0,0,0,1,7
image_01019,0,0,0,0,0,0,1,0,6
image_00702,0,0,0,0,0,0,0,1,7
image_05031,1,0,0,0,0,0,0,0,0
image_04626,0,1,0,0,0,0,0,0,1
image_00919,0,0,0,0,0,0,1,0,6
image_03555,0,0,1,0,0,0,0,0,2
image_03337,0,0,1,0,0,0,0,0,2
image_01068,0,0,0,0,0,0,1,0,6
image_02764,0,0,0,1,0,0,0,0,3
image_01402,0,0,0,0,0,0,1,0,6
image_02451,0,0,0,1,0,0,0,0,3
image_03424,0,0,1,0,0,0,0,0,2
image_02691,0,0,0,1,0,0,0,0,3
image_05071,1,0,0,0,0,0,0,0,0
image_03002,0,0,0,1,0,0,0,0,3
image_00120,0,0,0,0,0,0,0,1,7
image_03252,0,0,0,1,0,0,0,0,3
image_04148,0,1,0,0,0,0,0,0,1
image_00195,0,0,0,0,0,0,0,1,7
image_04828,1,0,0,0,0,0,0,0,0
image_03405,0,0,1,0,0,0,0,0,2
image_04234,0,1,0,0,0,0,0,0,1
image_03026,0,0,0,1,0,0,0,0,3
image_04698,1,0,0,0,0,0,0,0,0
image_03703,0,0,1,0,0,0,0,0,2
image_01363,0,0,0,0,0,0,1,0,6
image_01823,0,0,0,0,0,1,0,0,5
image_01809,0,0,0,0,0,1,0,0,5
image_01806,0,0,0,0,0,1,0,0,5
image_04936,1,0,0,0,0,0,0,0,0
image_03737,0,0,1,0,0,0,0,0,2
image_03714,0,0,1,0,0,0,0,0,2
image_02857,0,0,0,1,0,0,0,0,3
image_02723,0,0,0,1,0,0,0,0,3
image_04527,0,1,0,0,0,0,0,0,1
image_00894,0,0,0,0,0,0,1,0,6
image_04364,0,1,0,0,0,0,0,0,1
image_02679,0,0,0,1,0,0,0,0,3
image_01037,0,0,0,0,0,0,1,0,6
image_00034,0,0,0,0,0,0,0,1,7
image_01438,0,0,0,0,0,0,1,0,6
image_03248,0,0,0,1,0,0,0,0,3
image_00370,0,0,0,0,0,0,0,1,7
image_04910,1,0,0,0,0,0,0,0,0
image_00439,0,0,0,0,0,0,0,1,7
image_04752,1,0,0,0,0,0,0,0,0
image_03688,0,0,1,0,0,0,0,0,2
image_02703,0,0,0,1,0,0,0,0,3
image_02012,0,0,0,0,1,0,0,0,4
image_04480,0,1,0,0,0,0,0,0,1
image_01669,0,0,0,0,0,1,0,0,5
image_03718,0,0,1,0,0,0,0,0,2
image_05019,1,0,0,0,0,0,0,0,0
image_01667,0,0,0,0,0,1,0,0,5
image_03356,0,0,1,0,0,0,0,0,2
image_00434,0,0,0,0,0,0,0,1,7
image_04256,0,1,0,0,0,0,0,0,1
image_01608,0,0,0,0,0,1,0,0,5
image_04672,1,0,0,0,0,0,0,0,0
image_03491,0,0,1,0,0,0,0,0,2
image_03975,0,1,0,0,0,0,0,0,1
image_04871,1,0,0,0,0,0,0,0,0
image_04647,0,1,0,0,0,0,0,0,1
image_02923,0,0,0,1,0,0,0,0,3
image_01706,0,0,0,0,0,1,0,0,5
image_01435,0,0,0,0,0,0,1,0,6
image_02047,0,0,0,0,1,0,0,0,4
image_00498,0,0,0,0,0,0,0,1,7
image_01161,0,0,0,0,0,0,1,0,6
image_02317,0,0,0,0,1,0,0,0,4
image_04325,0,1,0,0,0,0,0,0,1
image_02334,0,0,0,0,1,0,0,0,4
image_04482,0,1,0,0,0,0,0,0,1
image_05170,1,0,0,0,0,0,0,0,0
image_02770,0,0,0,1,0,0,0,0,3
image_00110,0,0,0,0,0,0,0,1,7
image_02623,0,0,0,1,0,0,0,0,3
image_03586,0,0,1,0,0,0,0,0,2
image_01899,0,0,0,0,1,0,0,0,4
image_02246,0,0,0,0,1,0,0,0,4
image_00298,0,0,0,0,0,0,0,1,7
image_03322,0,0,0,1,0,0,0,0,3
image_03274,0,0,0,1,0,0,0,0,3
image_04359,0,1,0,0,0,0,0,0,1
image_02404,0,0,0,1,0,0,0,0,3
image_04066,0,1,0,0,0,0,0,0,1
image_01944,0,0,0,0,1,0,0,0,4
image_01214,0,0,0,0,0,0,1,0,6
image_04867,1,0,0,0,0,0,0,0,0
image_00992,0,0,0,0,0,0,1,0,6
image_02830,0,0,0,1,0,0,0,0,3
image_04575,0,1,0,0,0,0,0,0,1
image_00326,0,0,0,0,0,0,0,1,7
image_04849,1,0,0,0,0,0,0,0,0
image_00975,0,0,0,0,0,0,1,0,6
image_00819,0,0,0,0,0,0,0,1,7
image_01010,0,0,0,0,0,0,1,0,6
image_04363,0,1,0,0,0,0,0,0,1
image_00441,0,0,0,0,0,0,0,1,7
image_04194,0,1,0,0,0,0,0,0,1
image_03189,0,0,0,1,0,0,0,0,3
image_02470,0,0,0,1,0,0,0,0,3
image_03229,0,0,0,1,0,0,0,0,3
image_03875,0,1,0,0,0,0,0,0,1
image_02415,0,0,0,1,0,0,0,0,3
image_00180,0,0,0,0,0,0,0,1,7
image_04792,1,0,0,0,0,0,0,0,0
image_03377,0,0,1,0,0,0,0,0,2
image_03629,0,0,1,0,0,0,0,0,2
image_02733,0,0,0,1,0,0,0,0,3
image_05116,1,0,0,0,0,0,0,0,0
image_03063,0,0,0,1,0,0,0,0,3
image_03901,0,1,0,0,0,0,0,0,1
image_02890,0,0,0,1,0,0,0,0,3
image_05103,1,0,0,0,0,0,0,0,0
image_03069,0,0,0,1,0,0,0,0,3
image_02250,0,0,0,0,1,0,0,0,4
image_01552,0,0,0,0,0,1,0,0,5
image_01084,0,0,0,0,0,0,1,0,6
image_03202,0,0,0,1,0,0,0,0,3
image_00276,0,0,0,0,0,0,0,1,7
image_03601,0,0,1,0,0,0,0,0,2
image_05104,1,0,0,0,0,0,0,0,0
image_00011,0,0,0,0,0,0,0,1,7
image_02286,0,0,0,0,1,0,0,0,4
image_02220,0,0,0,0,1,0,0,0,4
image_01641,0,0,0,0,0,1,0,0,5
image_01455,0,0,0,0,0,0,1,0,6
image_00499,0,0,0,0,0,0,0,1,7
image_04306,0,1,0,0,0,0,0,0,1
image_02265,0,0,0,0,1,0,0,0,4
image_00173,0,0,0,0,0,0,0,1,7
image_04845,1,0,0,0,0,0,0,0,0
image_01183,0,0,0,0,0,0,1,0,6
image_00504,0,0,0,0,0,0,0,1,7
image_04637,0,1,0,0,0,0,0,0,1
image_00030,0,0,0,0,0,0,0,1,7
image_00234,0,0,0,0,0,0,0,1,7
image_02728,0,0,0,1,0,0,0,0,3
image_00043,0,0,0,0,0,0,0,1,7
image_02761,0,0,0,1,0,0,0,0,3
image_01295,0,0,0,0,0,0,1,0,6
image_00885,0,0,0,0,0,0,1,0,6
image_01481,0,0,0,0,0,0,1,0,6
image_03525,0,0,1,0,0,0,0,0,2
image_01934,0,0,0,0,1,0,0,0,4
image_02271,0,0,0,0,1,0,0,0,4
image_02700,0,0,0,1,0,0,0,0,3
image_03729,0,0,1,0,0,0,0,0,2
image_00264,0,0,0,0,0,0,0,1,7
image_01714,0,0,0,0,0,1,0,0,5
image_03261,0,0,0,1,0,0,0,0,3
image_00741,0,0,0,0,0,0,0,1,7
image_04844,1,0,0,0,0,0,0,0,0
image_02189,0,0,0,0,1,0,0,0,4
image_03137,0,0,0,1,0,0,0,0,3
image_02311,0,0,0,0,1,0,0,0,4
image_03105,0,0,0,1,0,0,0,0,3
image_01986,0,0,0,0,1,0,0,0,4
image_00691,0,0,0,0,0,0,0,1,7
image_00154,0,0,0,0,0,0,0,1,7
image_03819,0,0,1,0,0,0,0,0,2
image_02199,0,0,0,0,1,0,0,0,4
image_02588,0,0,0,1,0,0,0,0,3
image_01076,0,0,0,0,0,0,1,0,6
image_02200,0,0,0,0,1,0,0,0,4
image_01828,0,0,0,0,0,1,0,0,5
image_04965,1,0,0,0,0,0,0,0,0
image_00121,0,0,0,0,0,0,0,1,7
image_04819,1,0,0,0,0,0,0,0,0
image_00222,0,0,0,0,0,0,0,1,7
image_03193,0,0,0,1,0,0,0,0,3
image_04331,0,1,0,0,0,0,0,0,1
image_03616,0,0,1,0,0,0,0,0,2
image_01140,0,0,0,0,0,0,1,0,6
image_03612,0,0,1,0,0,0,0,0,2
image_01954,0,0,0,0,1,0,0,0,4
image_03407,0,0,1,0,0,0,0,0,2
image_00743,0,0,0,0,0,0,0,1,7
image_00419,0,0,0,0,0,0,0,1,7
image_04517,0,1,0,0,0,0,0,0,1
image_03411,0,0,1,0,0,0,0,0,2
image_02187,0,0,0,0,1,0,0,0,4
image_00791,0,0,0,0,0,0,0,1,7
image_04805,1,0,0,0,0,0,0,0,0
image_01747,0,0,0,0,0,1,0,0,5
image_02355,0,0,0,0,1,0,0,0,4
image_00506,0,0,0,0,0,0,0,1,7
image_02716,0,0,0,1,0,0,0,0,3
image_00406,0,0,0,0,0,0,0,1,7
image_02458,0,0,0,1,0,0,0,0,3
image_03835,0,0,1,0,0,0,0,0,2
image_02153,0,0,0,0,1,0,0,0,4
image_02519,0,0,0,1,0,0,0,0,3
image_00644,0,0,0,0,0,0,0,1,7
image_01884,0,0,0,0,1,0,0,0,4
image_02626,0,0,0,1,0,0,0,0,3
image_04684,1,0,0,0,0,0,0,0,0
image_04244,0,1,0,0,0,0,0,0,1
image_02647,0,0,0,1,0,0,0,0,3
image_04059,0,1,0,0,0,0,0,0,1
image_01698,0,0,0,0,0,1,0,0,5
